trial_type,arrow_1,corrAns,ss_delay,iti_duration,key_response.keys,key_response.corr,key_response.rt,SOA,run_fixation_duration,participant,trial_order,handedness
go,sst_images/Left_Arrow.BMP,1,0.05,0.955,1,1,0.669922721979674,1.955,,025,sst_trial_order_practice.csv,L
go,sst_images/Right_Arrow.BMP,2,0.05,0.925,2,1,0.5873383239959367,1.925,,025,sst_trial_order_practice.csv,L
go,sst_images/Right_Arrow.BMP,2,0.05,0.925,2,1,0.6044233400025405,1.925,,025,sst_trial_order_practice.csv,L
go,sst_images/Left_Arrow.BMP,1,0.05,0.865,1,1,0.47438731900183484,1.865,,025,sst_trial_order_practice.csv,L
go,sst_images/Left_Arrow.BMP,1,0.05,1.045,1,1,0.4860140450182371,2.045,,025,sst_trial_order_practice.csv,L
stop,sst_images/Right_Arrow.BMP,none,0.1,0.79,,1,[],1.79,,025,sst_trial_order_practice.csv,L
go,sst_images/Right_Arrow.BMP,2,0.1,0.745,2,1,0.4544044919894077,1.745,,025,sst_trial_order_practice.csv,L
go,sst_images/Left_Arrow.BMP,1,0.1,0.82,1,1,0.4383083439897746,1.8199999999999998,,025,sst_trial_order_practice.csv,L
go,sst_images/Right_Arrow.BMP,2,0.1,1.09,2,1,0.4385510199936107,2.09,,025,sst_trial_order_practice.csv,L
go,sst_images/Right_Arrow.BMP,2,0.1,0.7,2,1,0.5056883810320869,1.7,,025,sst_trial_order_practice.csv,L
go,sst_images/Left_Arrow.BMP,1,0.1,0.76,1,1,0.5229626200161874,1.76,,025,sst_trial_order_practice.csv,L
stop,sst_images/Left_Arrow.BMP,none,0.15000000000000002,0.88,,1,[],1.8800000000000001,,025,sst_trial_order_practice.csv,L
go,sst_images/Right_Arrow.BMP,2,0.15000000000000002,0.73,2,1,0.42219784000189975,1.73,,025,sst_trial_order_practice.csv,L
go,sst_images/Left_Arrow.BMP,1,0.15000000000000002,0.91,1,1,0.6388518629828468,1.9100000000000001,,025,sst_trial_order_practice.csv,L
go,sst_images/Left_Arrow.BMP,1,0.15000000000000002,0.955,1,1,0.4393037980189547,1.955,,025,sst_trial_order_practice.csv,L
go,sst_images/Left_Arrow.BMP,1,0.15000000000000002,1.045,1,1,0.40463501296471804,2.045,,025,sst_trial_order_practice.csv,L
go,sst_images/Right_Arrow.BMP,2,0.15000000000000002,1.045,2,1,0.3701533080311492,2.045,,025,sst_trial_order_practice.csv,L
go,sst_images/Left_Arrow.BMP,1,0.15000000000000002,0.985,1,1,0.41919733700342476,1.9849999999999999,,025,sst_trial_order_practice.csv,L
stop,sst_images/Left_Arrow.BMP,none,0.2,0.76,,1,[],1.76,,025,sst_trial_order_practice.csv,L
go,sst_images/Left_Arrow.BMP,1,0.2,0.775,1,1,0.42067374096950516,1.775,,025,sst_trial_order_practice.csv,L
go,sst_images/Right_Arrow.BMP,2,0.2,1.015,2,1,0.3371399809839204,2.0149999999999997,,025,sst_trial_order_practice.csv,L
go,sst_images/Left_Arrow.BMP,1,0.2,0.76,1,1,0.46984356601024047,1.76,,025,sst_trial_order_practice.csv,L
stop,sst_images/Right_Arrow.BMP,none,0.15000000000000002,0.985,2,0,0.38711505802348256,2.0978849419765173,,025,sst_trial_order_practice.csv,L
go,sst_images/Right_Arrow.BMP,2,0.15000000000000002,0.715,2,1,0.3524705549934879,1.7149999999999999,,025,sst_trial_order_practice.csv,L
go,sst_images/Left_Arrow.BMP,1,0.15000000000000002,0.745,1,1,0.48779612500220537,1.745,,025,sst_trial_order_practice.csv,L
