trial_type,arrow_1,corrAns,ss_delay,iti_duration,key_response.keys,key_response.corr,key_response.rt,SOA,run_fixation_duration,participant,trial_order,handedness
go,sst_images/Left_Arrow.BMP,1,0.05,0.955,1,1,0.6195979309995892,1.955,,003,sst_trial_order_practice.csv,R
go,sst_images/Right_Arrow.BMP,2,0.05,0.925,2,1,0.33911627199995564,1.925,,003,sst_trial_order_practice.csv,R
go,sst_images/Right_Arrow.BMP,2,0.05,0.925,2,1,0.4533494309944217,1.925,,003,sst_trial_order_practice.csv,R
go,sst_images/Left_Arrow.BMP,1,0.05,0.865,1,1,0.3532295469995006,1.865,,003,sst_trial_order_practice.csv,R
go,sst_images/Left_Arrow.BMP,1,0.05,1.045,1,1,0.4862627859984059,2.045,,003,sst_trial_order_practice.csv,R
stop,sst_images/Right_Arrow.BMP,none,0.0,0.79,2,0,0.28282615300122416,1.857173846998776,,003,sst_trial_order_practice.csv,R
go,sst_images/Right_Arrow.BMP,2,0.0,0.745,2,1,0.5197112199966796,1.745,,003,sst_trial_order_practice.csv,R
go,sst_images/Left_Arrow.BMP,1,0.0,0.82,1,1,0.43477012700168416,1.8199999999999998,,003,sst_trial_order_practice.csv,R
go,sst_images/Right_Arrow.BMP,2,0.0,1.09,2,1,0.35204319799959194,2.09,,003,sst_trial_order_practice.csv,R
go,sst_images/Right_Arrow.BMP,2,0.0,0.7,2,1,0.4530562590007321,1.7,,003,sst_trial_order_practice.csv,R
go,sst_images/Left_Arrow.BMP,1,0.0,0.76,1,1,0.5712720910014468,1.76,,003,sst_trial_order_practice.csv,R
stop,sst_images/Left_Arrow.BMP,none,0.0,0.88,,1,[],1.8800000000000001,,003,sst_trial_order_practice.csv,R
go,sst_images/Right_Arrow.BMP,2,0.0,0.73,2,1,0.3039824699953897,1.73,,003,sst_trial_order_practice.csv,R
go,sst_images/Left_Arrow.BMP,1,0.0,0.91,1,1,0.5031005339988042,1.9100000000000001,,003,sst_trial_order_practice.csv,R
go,sst_images/Left_Arrow.BMP,1,0.0,0.955,1,1,0.4191703019969282,1.955,,003,sst_trial_order_practice.csv,R
go,sst_images/Left_Arrow.BMP,1,0.0,1.045,1,1,0.35182522000104655,2.045,,003,sst_trial_order_practice.csv,R
go,sst_images/Right_Arrow.BMP,2,0.0,1.045,2,1,0.411900382998283,2.045,,003,sst_trial_order_practice.csv,R
go,sst_images/Left_Arrow.BMP,1,0.0,0.985,1,1,0.4201514830056112,1.9849999999999999,,003,sst_trial_order_practice.csv,R
stop,sst_images/Left_Arrow.BMP,none,0.0,0.76,,1,[],1.76,,003,sst_trial_order_practice.csv,R
go,sst_images/Left_Arrow.BMP,1,0.0,0.775,1,1,0.4525139180041151,1.775,,003,sst_trial_order_practice.csv,R
go,sst_images/Right_Arrow.BMP,2,0.0,1.015,2,1,0.4196885949932039,2.0149999999999997,,003,sst_trial_order_practice.csv,R
go,sst_images/Left_Arrow.BMP,1,0.0,0.76,1,1,0.3856681769975694,1.76,,003,sst_trial_order_practice.csv,R
stop,sst_images/Right_Arrow.BMP,none,0.0,0.985,,1,[],1.985,,003,sst_trial_order_practice.csv,R
go,sst_images/Right_Arrow.BMP,2,0.0,0.715,2,1,0.2993255670007784,1.7149999999999999,,003,sst_trial_order_practice.csv,R
go,sst_images/Left_Arrow.BMP,1,0.0,0.745,1,1,0.3885156430042116,1.745,,003,sst_trial_order_practice.csv,R
