trial_type,arrow_1,corrAns,ss_delay,iti_duration,key_response.keys,key_response.corr,key_response.rt,SOA,run_fixation_duration,participant,trial_order,handedness
go,sst_images/Left_Arrow.BMP,1,0.05,0.955,,0,[],1.955,,026,sst_trial_order_practice.csv,R
go,sst_images/Right_Arrow.BMP,2,0.05,0.925,2,1,0.46257332497043535,1.925,,026,sst_trial_order_practice.csv,R
go,sst_images/Right_Arrow.BMP,2,0.05,0.925,2,1,0.7946350559941493,1.925,,026,sst_trial_order_practice.csv,R
go,sst_images/Left_Arrow.BMP,1,0.05,0.865,1,1,0.5471913479850627,1.865,,026,sst_trial_order_practice.csv,R
go,sst_images/Left_Arrow.BMP,1,0.05,1.045,1,1,0.6298398000071757,2.045,,026,sst_trial_order_practice.csv,R
stop,sst_images/Right_Arrow.BMP,none,0.1,0.79,,1,[],1.79,,026,sst_trial_order_practice.csv,R
go,sst_images/Right_Arrow.BMP,2,0.1,0.745,2,1,0.6550478200078942,1.745,,026,sst_trial_order_practice.csv,R
go,sst_images/Left_Arrow.BMP,1,0.1,0.82,1,1,0.6289565349579789,1.8199999999999998,,026,sst_trial_order_practice.csv,R
go,sst_images/Right_Arrow.BMP,2,0.1,1.09,2,1,0.4599987019901164,2.09,,026,sst_trial_order_practice.csv,R
go,sst_images/Right_Arrow.BMP,2,0.1,0.7,2,1,0.583353605994489,1.7,,026,sst_trial_order_practice.csv,R
go,sst_images/Left_Arrow.BMP,1,0.1,0.76,1,1,0.6671364710200578,1.76,,026,sst_trial_order_practice.csv,R
stop,sst_images/Left_Arrow.BMP,none,0.15000000000000002,0.88,,1,[],1.8800000000000001,,026,sst_trial_order_practice.csv,R
go,sst_images/Right_Arrow.BMP,2,0.15000000000000002,0.73,2,1,0.4628182490123436,1.73,,026,sst_trial_order_practice.csv,R
go,sst_images/Left_Arrow.BMP,1,0.15000000000000002,0.91,1,1,0.5037654169718735,1.9100000000000001,,026,sst_trial_order_practice.csv,R
go,sst_images/Left_Arrow.BMP,1,0.15000000000000002,0.955,1,1,0.5878056539804675,1.955,,026,sst_trial_order_practice.csv,R
go,sst_images/Left_Arrow.BMP,1,0.15000000000000002,1.045,1,1,0.5461371170240454,2.045,,026,sst_trial_order_practice.csv,R
go,sst_images/Right_Arrow.BMP,2,0.15000000000000002,1.045,2,1,0.5825337109854445,2.045,,026,sst_trial_order_practice.csv,R
go,sst_images/Left_Arrow.BMP,1,0.15000000000000002,0.985,1,1,0.42064748104894534,1.9849999999999999,,026,sst_trial_order_practice.csv,R
stop,sst_images/Left_Arrow.BMP,none,0.2,0.76,,1,[],1.76,,026,sst_trial_order_practice.csv,R
go,sst_images/Left_Arrow.BMP,1,0.2,0.775,1,1,0.5816945179831237,1.775,,026,sst_trial_order_practice.csv,R
go,sst_images/Right_Arrow.BMP,2,0.2,1.015,2,1,0.5523270830162801,2.0149999999999997,,026,sst_trial_order_practice.csv,R
go,sst_images/Left_Arrow.BMP,1,0.2,0.76,1,1,0.5019087420077994,1.76,,026,sst_trial_order_practice.csv,R
stop,sst_images/Right_Arrow.BMP,none,0.15000000000000002,0.985,2,0,0.44122584303840995,2.04377415696159,,026,sst_trial_order_practice.csv,R
go,sst_images/Right_Arrow.BMP,2,0.15000000000000002,0.715,2,1,0.6281145999673754,1.7149999999999999,,026,sst_trial_order_practice.csv,R
go,sst_images/Left_Arrow.BMP,1,0.15000000000000002,0.745,1,1,0.5463794940151274,1.745,,026,sst_trial_order_practice.csv,R
