TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,0,[],,025,1,4
5,0,[],,025,1,4
3,0,[],,025,1,4
2,0,[],,025,1,4
5,1,0.268104768008925,,025,1,4
4,1,0.26717716502025723,,025,1,4
5,1,0.25558994500897825,,025,1,4
2,1,0.26185485400492325,,025,1,4
3,0,[],,025,1,4
2,1,0.22571794700343162,,025,1,4
3,0,[],,025,1,4
2,1,0.2723708319826983,,025,1,4
4,1,0.2648100550286472,,025,1,4
1,1,0.28239753004163504,,025,1,4
5,1,0.24426296196179464,,025,1,4
3,0,[],,025,1,4
1,1,0.21357224497478455,,025,1,4
3,0,[],,025,1,4
2,1,0.23646159103373066,,025,1,4
4,0,[],,025,1,4
3,0,[],,025,1,4
1,0,[],,025,1,4
4,1,0.19988782901782542,,025,1,4
2,0,[],,025,1,4
4,0,[],,025,1,4
1,0,[],,025,1,4
3,0,[],,025,1,4
2,0,[],,025,1,4
5,1,0.25073792500188574,,025,1,4
1,1,0.23881052999058738,,025,1,4
4,1,0.2724745419691317,,025,1,4
4,1,0.2429078090353869,,025,1,4
5,1,0.2407106519676745,,025,1,4
2,1,0.2782012909883633,,025,1,4
1,1,0.24659952998626977,,025,1,4
5,0,[],,025,1,4
5,0,[],,025,1,4
2,1,0.22835226799361408,,025,1,4
5,0,[],,025,1,4
1,1,0.2333155270316638,,025,1,4
4,1,0.2455078549683094,,025,1,4
3,0,[],,025,1,4
5,1,0.2312793749733828,,025,1,4
4,1,0.24189122498501092,,025,1,4
3,0,[],,025,1,4
1,0,[],,025,1,4
3,0,[],,025,1,4
1,1,0.22533354797633365,,025,1,4
4,0,[],,025,1,4
1,0,[],,025,1,4
