TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
1,0,[],,040,2,11
1,0,[],,040,2,11
2,0,[],,040,2,11
2,1,0.28049049200490117,,040,2,11
1,0,[],,040,2,11
3,1,0.2914859849988716,,040,2,11
5,1,0.3995314860076178,,040,2,11
4,1,0.2930891060095746,,040,2,11
1,1,0.3175824229983846,,040,2,11
4,1,0.31890427799953613,,040,2,11
3,1,0.28951848699944094,,040,2,11
5,0,[],,040,2,11
5,1,0.35670146299526095,,040,2,11
4,1,0.3444048460078193,,040,2,11
2,0,[],,040,2,11
5,0,[],,040,2,11
4,0,[],,040,2,11
1,1,0.27716379599587526,,040,2,11
3,0,[],,040,2,11
5,1,0.3334736810065806,,040,2,11
3,0,[],,040,2,11
2,0,[],,040,2,11
3,0,[],,040,2,11
2,1,0.30114661299739964,,040,2,11
1,1,0.32995503800339065,,040,2,11
3,1,0.34558424599526916,,040,2,11
2,1,0.3494693959946744,,040,2,11
5,0,[],,040,2,11
5,1,0.34257354399596807,,040,2,11
3,0,[],,040,2,11
2,0,[],,040,2,11
2,1,0.3168080580071546,,040,2,11
1,0,[],,040,2,11
1,1,0.30915251599799376,,040,2,11
5,0,[],,040,2,11
5,1,0.3124845549900783,,040,2,11
2,0,[],,040,2,11
5,1,0.32821903900185134,,040,2,11
4,0,[],,040,2,11
3,1,0.319548860003124,,040,2,11
3,1,0.28324133400747087,,040,2,11
4,0,[],,040,2,11
4,1,0.34948328099562787,,040,2,11
3,0,[],,040,2,11
2,1,0.3786310579889687,,040,2,11
1,0,[],,040,2,11
1,0,[],,040,2,11
4,0,[],,040,2,11
4,0,[],,040,2,11
4,1,0.338743133994285,,040,2,11
