TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
3,1,0.29196342901559547,,026,1,3
3,1,0.30570089496904984,,026,1,3
4,0,[],,026,1,3
3,0,[],,026,1,3
1,1,0.3003835789859295,,026,1,3
5,0,[],,026,1,3
4,1,0.3402049830183387,,026,1,3
3,0,[],,026,1,3
2,1,0.28347734903218225,,026,1,3
4,0,[],,026,1,3
5,0,[],,026,1,3
2,1,0.2606497909873724,,026,1,3
4,0,[],,026,1,3
2,1,0.2854584390297532,,026,1,3
2,1,0.345140999997966,,026,1,3
4,1,0.32937834900803864,,026,1,3
3,1,0.2797103769844398,,026,1,3
4,1,0.3274188100476749,,026,1,3
1,1,0.35618924704613164,,026,1,3
1,0,[],,026,1,3
4,1,0.33055040397448465,,026,1,3
5,1,0.31191700499039143,,026,1,3
2,1,0.34139349800534546,,026,1,3
1,0,[],,026,1,3
2,0,[],,026,1,3
5,0,[],,026,1,3
1,0,[],,026,1,3
1,1,0.27220138197299093,,026,1,3
3,1,0.3380523169762455,,026,1,3
4,0,[],,026,1,3
2,1,0.3826421039993875,,026,1,3
1,0,[],,026,1,3
1,1,0.30821565503720194,,026,1,3
5,1,0.35941318405093625,,026,1,3
3,0,[],,026,1,3
3,1,0.3460128359729424,,026,1,3
5,1,0.4190668020164594,,026,1,3
4,1,0.3400630250107497,,026,1,3
4,1,0.38358081300975755,,026,1,3
5,0,[],,026,1,3
1,1,0.3649041160242632,,026,1,3
5,0,[],,026,1,3
2,0,[],,026,1,3
2,0,[],,026,1,3
1,0,[],,026,1,3
3,1,0.39449349499773234,,026,1,3
5,0,[],,026,1,3
5,1,0.32973287702770904,,026,1,3
3,1,0.38270290597574785,,026,1,3
2,1,0.37516942800721154,,026,1,3
