TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,1,0.2650340969557874,,cctst4,2,practice
1,1,0.25039582001045346,,cctst4,2,practice
5,1,0.2673361410270445,,cctst4,2,practice
4,0,[],,cctst4,2,practice
3,0,[],,cctst4,2,practice
1,0,[],,cctst4,2,practice
5,1,0.22072576801292598,,cctst4,2,practice
2,0,[],,cctst4,2,practice
3,0,[],,cctst4,2,practice
1,0,[],,cctst4,2,practice
4,0,[],,cctst4,2,practice
5,1,0.234715279948432,,cctst4,2,practice
2,1,0.2456980689894408,,cctst4,2,practice
4,1,0.26530675298999995,,cctst4,2,practice
3,1,0.20173950196476653,,cctst4,2,practice
