TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
5,0,[],,006,2,1
3,1,0.28417903999798,,006,2,1
5,0,[],,006,2,1
2,0,[],,006,2,1
1,0,[],,006,2,1
2,1,0.2819604129908839,,006,2,1
3,0,[],,006,2,1
4,1,0.29962474798958283,,006,2,1
2,1,0.33279596200736705,,006,2,1
2,0,[],,006,2,1
3,0,[],,006,2,1
5,0,[],,006,2,1
1,0,[],,006,2,1
2,1,0.2903324279905064,,006,2,1
5,1,0.3617217749997508,,006,2,1
3,0,[],,006,2,1
3,0,[],,006,2,1
5,1,0.3602530779899098,,006,2,1
4,1,0.40688023300026543,,006,2,1
1,0,[],,006,2,1
4,1,0.3791643280128483,,006,2,1
5,0,[],,006,2,1
4,1,0.3883269459911389,,006,2,1
2,1,0.3245679569954518,,006,2,1
3,0,[],,006,2,1
4,0,[],,006,2,1
1,1,0.28623489699384663,,006,2,1
4,1,0.28191564299049787,,006,2,1
1,1,0.3353620209963992,,006,2,1
1,1,0.32966678800585214,,006,2,1
5,0,[],,006,2,1
2,0,[],,006,2,1
3,0,[],,006,2,1
4,1,0.3490408219950041,,006,2,1
3,0,[],,006,2,1
1,1,0.2767601560044568,,006,2,1
4,0,[],,006,2,1
2,1,0.2913786459976109,,006,2,1
3,0,[],,006,2,1
2,0,[],,006,2,1
5,0,[],,006,2,1
3,1,0.3023469909967389,,006,2,1
5,1,0.25804297099239193,,006,2,1
1,1,0.32763896700635087,,006,2,1
4,1,0.24524757500330452,,006,2,1
2,1,0.30188523899414577,,006,2,1
5,0,[],,006,2,1
4,0,[],,006,2,1
1,0,[],,006,2,1
1,0,[],,006,2,1
