TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
3,0,[],,023,1,6
2,0,[],,023,1,6
4,1,0.3146007430041209,,023,1,6
2,1,0.33390093699563295,,023,1,6
1,0,[],,023,1,6
4,0,[],,023,1,6
3,0,[],,023,1,6
4,0,[],,023,1,6
2,1,0.3000531069992576,,023,1,6
5,1,0.3045358030067291,,023,1,6
5,1,0.30072771199047565,,023,1,6
1,0,[],,023,1,6
4,0,[],,023,1,6
5,0,[],,023,1,6
1,1,0.33027111101546325,,023,1,6
1,1,0.33273778200964443,,023,1,6
2,1,0.3643432820099406,,023,1,6
1,1,0.3147694719955325,,023,1,6
1,1,0.3875907209876459,,023,1,6
5,1,0.3191581459832378,,023,1,6
2,0,[],,023,1,6
3,0,[],,023,1,6
4,1,0.3425175939919427,,023,1,6
4,0,[],,023,1,6
3,0,[],,023,1,6
4,0,[],,023,1,6
5,0,[],,023,1,6
3,0,[],,023,1,6
5,0,[],,023,1,6
5,1,0.3128603129880503,,023,1,6
1,1,0.2971440090041142,,023,1,6
2,1,0.32685435900930315,,023,1,6
3,0,[],,023,1,6
2,1,0.30522204900626093,,023,1,6
1,1,0.3129767309874296,,023,1,6
3,0,[],,023,1,6
4,1,0.3944252429937478,,023,1,6
3,0,[],,023,1,6
3,0,[],,023,1,6
5,0,[],,023,1,6
1,1,0.3429740429855883,,023,1,6
4,0,[],,023,1,6
3,0,[],,023,1,6
2,1,0.2843455630063545,,023,1,6
4,0,[],,023,1,6
2,0,[],,023,1,6
5,1,0.3320752550207544,,023,1,6
5,1,0.3453501370095182,,023,1,6
1,1,0.34198083201772533,,023,1,6
2,1,0.32329705500160344,,023,1,6
