TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
5,1,0.2883800840063486,,022,2,6
4,0,[],,022,2,6
3,1,0.33358925800712314,,022,2,6
3,0,[],,022,2,6
1,1,0.28868334299477283,,022,2,6
2,1,0.38434868199692573,,022,2,6
5,1,0.3203372779971687,,022,2,6
2,0,[],,022,2,6
1,1,0.24497881000570487,,022,2,6
4,1,0.3256260519992793,,022,2,6
2,1,0.31268088100478053,,022,2,6
1,1,0.32329823401232716,,022,2,6
3,1,0.25777112699870486,,022,2,6
1,0,[],,022,2,6
4,1,0.2161598640086595,,022,2,6
2,1,0.30351579800480977,,022,2,6
1,1,0.2711373300116975,,022,2,6
5,1,0.2204084020049777,,022,2,6
4,0,[],,022,2,6
4,1,0.2251152889948571,,022,2,6
2,1,0.24606712799868546,,022,2,6
4,1,0.2649298699980136,,022,2,6
3,1,0.2757236159959575,,022,2,6
4,1,0.2603266930091195,,022,2,6
4,1,0.28348173599806614,,022,2,6
5,0,[],,022,2,6
4,1,0.212973689995124,,022,2,6
1,0,[],,022,2,6
3,0,[],,022,2,6
3,0,[],,022,2,6
2,0,[],,022,2,6
3,0,[],,022,2,6
2,0,[],,022,2,6
3,0,[],,022,2,6
2,0,[],,022,2,6
5,1,0.2757877300027758,,022,2,6
3,0,[],,022,2,6
5,1,0.2536019870021846,,022,2,6
1,1,0.23903262200474273,,022,2,6
1,0,[],,022,2,6
4,1,0.2675760770071065,,022,2,6
5,1,0.26144053900497966,,022,2,6
1,0,[],,022,2,6
5,0,[],,022,2,6
2,0,[],,022,2,6
1,1,0.24908841800061055,,022,2,6
3,1,0.2875691830122378,,022,2,6
5,1,0.2990957489964785,,022,2,6
5,0,[],,022,2,6
2,1,0.3031463520019315,,022,2,6
