TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
3,0,[],,036,1,3
3,0,[],,036,1,3
4,0,[],,036,1,3
3,0,[],,036,1,3
1,0,[],,036,1,3
5,0,[],,036,1,3
4,0,[],,036,1,3
3,0,[],,036,1,3
2,1,0.3183377489913255,,036,1,3
4,0,[],,036,1,3
5,0,[],,036,1,3
2,1,0.27599136298522353,,036,1,3
4,1,0.35121448402060196,,036,1,3
2,0,[],,036,1,3
2,1,0.3012305319716688,,036,1,3
4,1,0.3237922379921656,,036,1,3
3,0,[],,036,1,3
4,1,0.28158933197846636,,036,1,3
1,1,0.27203401998849586,,036,1,3
1,0,[],,036,1,3
4,1,0.3260927619994618,,036,1,3
5,0,[],,036,1,3
2,1,0.28237759400508367,,036,1,3
1,0,[],,036,1,3
2,1,0.28495116700651124,,036,1,3
5,0,[],,036,1,3
1,0,[],,036,1,3
1,1,0.2911495919979643,,036,1,3
3,1,0.26900986800319515,,036,1,3
4,0,[],,036,1,3
2,0,[],,036,1,3
1,0,[],,036,1,3
1,1,0.2862118529737927,,036,1,3
5,1,0.32010943299974315,,036,1,3
3,0,[],,036,1,3
3,0,[],,036,1,3
5,0,[],,036,1,3
4,0,[],,036,1,3
4,0,[],,036,1,3
5,1,0.32624900800874457,,036,1,3
1,0,[],,036,1,3
5,0,[],,036,1,3
2,1,0.31320259600761347,,036,1,3
2,1,0.33349800802534446,,036,1,3
1,1,0.36269458002061583,,036,1,3
3,0,[],,036,1,3
5,0,[],,036,1,3
5,1,0.3374257760006003,,036,1,3
3,0,[],,036,1,3
2,1,0.3160970410099253,,036,1,3
