TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
3,1,0.3177179679623805,,029,1,6
2,1,0.31343397800810635,,029,1,6
4,1,0.30762441898696125,,029,1,6
2,1,0.3150050330441445,,029,1,6
1,0,[],,029,1,6
4,0,[],,029,1,6
3,0,[],,029,1,6
4,1,0.26307741401251405,,029,1,6
2,1,0.25966955098556355,,029,1,6
5,0,[],,029,1,6
5,0,[],,029,1,6
1,0,[],,029,1,6
4,1,0.28294331301003695,,029,1,6
5,0,[],,029,1,6
1,1,0.22952274704584852,,029,1,6
1,0,[],,029,1,6
2,1,0.2669185909908265,,029,1,6
1,1,0.2660912199644372,,029,1,6
1,1,0.29860166599974036,,029,1,6
5,0,[],,029,1,6
2,1,0.27690909802913666,,029,1,6
3,1,0.3006920560146682,,029,1,6
4,1,0.3416437160340138,,029,1,6
4,0,[],,029,1,6
3,0,[],,029,1,6
4,0,[],,029,1,6
5,1,0.29010365798603743,,029,1,6
3,0,[],,029,1,6
5,1,0.27033442101674154,,029,1,6
5,0,[],,029,1,6
1,0,[],,029,1,6
2,0,[],,029,1,6
3,1,0.2710723740165122,,029,1,6
2,1,0.23196609097067267,,029,1,6
1,1,0.2850799259613268,,029,1,6
3,0,[],,029,1,6
4,1,0.29016650398261845,,029,1,6
3,0,[],,029,1,6
3,1,0.30267353501403704,,029,1,6
5,0,[],,029,1,6
1,1,0.32210457301698625,,029,1,6
4,0,[],,029,1,6
3,0,[],,029,1,6
2,1,0.26364964502863586,,029,1,6
4,1,0.2807112690061331,,029,1,6
2,0,[],,029,1,6
5,1,0.28532365697901696,,029,1,6
5,0,[],,029,1,6
1,1,0.30661114695249125,,029,1,6
2,1,0.22548095899401233,,029,1,6
