TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
4,0,[],,043,2,10
1,0,[],,043,2,10
3,0,[],,043,2,10
4,1,0.37813360898871906,,043,2,10
1,1,0.3459737240045797,,043,2,10
4,0,[],,043,2,10
3,0,[],,043,2,10
2,1,0.3097069450013805,,043,2,10
3,0,[],,043,2,10
2,0,[],,043,2,10
3,0,[],,043,2,10
2,1,0.27563855701009743,,043,2,10
5,1,0.3407105149817653,,043,2,10
2,0,[],,043,2,10
3,0,[],,043,2,10
4,1,0.33582148799905553,,043,2,10
5,0,[],,043,2,10
2,1,0.3210775619954802,,043,2,10
4,1,0.31232932800776325,,043,2,10
3,0,[],,043,2,10
4,1,0.37448158700135536,,043,2,10
5,0,[],,043,2,10
2,0,[],,043,2,10
5,0,[],,043,2,10
5,0,[],,043,2,10
4,1,0.3855588280130178,,043,2,10
2,0,[],,043,2,10
1,1,0.3238624549994711,,043,2,10
1,0,[],,043,2,10
5,1,0.2888794490136206,,043,2,10
2,0,[],,043,2,10
5,0,[],,043,2,10
3,0,[],,043,2,10
1,1,0.31355248400359415,,043,2,10
4,1,0.3609169510018546,,043,2,10
1,0,[],,043,2,10
4,0,[],,043,2,10
2,0,[],,043,2,10
5,0,[],,043,2,10
1,0,[],,043,2,10
3,0,[],,043,2,10
1,0,[],,043,2,10
5,0,[],,043,2,10
3,0,[],,043,2,10
5,0,[],,043,2,10
4,0,[],,043,2,10
3,1,0.3592821130005177,,043,2,10
1,0,[],,043,2,10
1,0,[],,043,2,10
2,1,0.38405345898354426,,043,2,10
