TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
3,0,[],,002,1,6
2,1,0.31519896400095604,,002,1,6
4,1,0.31758200699914596,,002,1,6
2,0,[],,002,1,6
1,1,0.30896504599877517,,002,1,6
4,0,[],,002,1,6
3,0,[],,002,1,6
4,1,0.2851881160004268,,002,1,6
2,0,[],,002,1,6
5,0,[],,002,1,6
5,1,0.30504484299854084,,002,1,6
1,1,0.3063733899998624,,002,1,6
4,1,0.316744051000569,,002,1,6
5,1,0.29346138600158156,,002,1,6
1,0,[],,002,1,6
1,0,[],,002,1,6
2,1,0.275284412999099,,002,1,6
1,1,0.25279531100022723,,002,1,6
1,1,0.28746631300055014,,002,1,6
5,1,0.2627083909992507,,002,1,6
2,0,[],,002,1,6
3,0,[],,002,1,6
4,1,0.24771001499902923,,002,1,6
4,1,0.27743453000039153,,002,1,6
3,0,[],,002,1,6
4,0,[],,002,1,6
5,0,[],,002,1,6
3,0,[],,002,1,6
5,0,[],,002,1,6
5,0,[],,002,1,6
1,1,0.24774910800078942,,002,1,6
2,1,0.2601406430003408,,002,1,6
3,0,[],,002,1,6
2,0,[],,002,1,6
1,1,0.2540456590013491,,002,1,6
3,0,[],,002,1,6
4,1,0.26260704199921747,,002,1,6
3,0,[],,002,1,6
3,1,0.27466514499974437,,002,1,6
5,0,[],,002,1,6
1,1,0.2287482399988221,,002,1,6
4,0,[],,002,1,6
3,1,0.2783334180003294,,002,1,6
2,0,[],,002,1,6
4,1,0.2766197769997234,,002,1,6
2,1,0.31507037699884677,,002,1,6
5,1,0.2876606859990716,,002,1,6
5,1,0.2645985119997931,,002,1,6
1,1,0.34155152499988617,,002,1,6
2,0,[],,002,1,6
