TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,0,[],,033,2,9
3,0,[],,033,2,9
2,0,[],,033,2,9
5,0,[],,033,2,9
4,1,0.30001861599157564,,033,2,9
3,1,0.3168529089889489,,033,2,9
5,1,0.300308224017499,,033,2,9
3,1,0.30915141201694496,,033,2,9
1,1,0.2987727230065502,,033,2,9
4,1,0.30504020300577395,,033,2,9
5,1,0.34433638499467634,,033,2,9
2,0,[],,033,2,9
3,0,[],,033,2,9
1,0,[],,033,2,9
1,0,[],,033,2,9
5,0,[],,033,2,9
2,1,0.33139324802323245,,033,2,9
1,0,[],,033,2,9
5,0,[],,033,2,9
2,1,0.3416260129888542,,033,2,9
4,1,0.39101978999678977,,033,2,9
1,1,0.37714256398612633,,033,2,9
4,0,[],,033,2,9
1,1,0.326583294023294,,033,2,9
3,0,[],,033,2,9
3,1,0.3243284030177165,,033,2,9
5,1,0.3374673909856938,,033,2,9
2,0,[],,033,2,9
4,0,[],,033,2,9
1,1,0.30729216200415976,,033,2,9
2,0,[],,033,2,9
1,0,[],,033,2,9
4,0,[],,033,2,9
4,1,0.3946276050119195,,033,2,9
5,0,[],,033,2,9
4,0,[],,033,2,9
3,0,[],,033,2,9
3,0,[],,033,2,9
2,1,0.32736103198840283,,033,2,9
3,1,0.3365376730216667,,033,2,9
3,0,[],,033,2,9
4,1,0.3087260109896306,,033,2,9
5,1,0.31609983698581345,,033,2,9
1,1,0.2887488039850723,,033,2,9
2,1,0.32188201099052094,,033,2,9
4,0,[],,033,2,9
2,1,0.33138961798977107,,033,2,9
5,1,0.3548248430015519,,033,2,9
1,1,0.305373908020556,,033,2,9
5,0,[],,033,2,9
