TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
5,0,[],,044,1,1
1,1,0.26135277601133566,,044,1,1
5,1,0.24687010899651796,,044,1,1
2,0,[],,044,1,1
4,1,0.24293618100637104,,044,1,1
3,1,0.2432005489972653,,044,1,1
2,1,0.24686846499389503,,044,1,1
2,0,[],,044,1,1
1,0,[],,044,1,1
5,0,[],,044,1,1
1,1,0.23783723999804351,,044,1,1
4,1,0.23087389199645258,,044,1,1
5,1,0.2432597529987106,,044,1,1
3,0,[],,044,1,1
4,1,0.22774351999396458,,044,1,1
3,1,0.2618394780001836,,044,1,1
4,1,0.25766644699615426,,044,1,1
5,1,0.27977210900280625,,044,1,1
1,1,0.21292848100711126,,044,1,1
5,0,[],,044,1,1
2,0,[],,044,1,1
4,0,[],,044,1,1
1,0,[],,044,1,1
2,0,[],,044,1,1
3,0,[],,044,1,1
4,1,0.23825745799695142,,044,1,1
2,0,[],,044,1,1
3,1,0.2604745339922374,,044,1,1
2,1,0.24513559600745793,,044,1,1
3,0,[],,044,1,1
2,0,[],,044,1,1
3,1,0.25659570799325593,,044,1,1
4,1,0.2529262970056152,,044,1,1
3,1,0.2679150829935679,,044,1,1
4,1,0.2669150119909318,,044,1,1
3,1,0.25283959798980504,,044,1,1
5,1,0.23813340399647132,,044,1,1
1,1,0.25538835499901325,,044,1,1
3,1,0.2782433120009955,,044,1,1
1,1,0.26773537999542896,,044,1,1
4,1,0.257622981996974,,044,1,1
1,1,0.2397378559981007,,044,1,1
4,1,0.2412914229935268,,044,1,1
1,0,[],,044,1,1
2,0,[],,044,1,1
5,0,[],,044,1,1
1,1,0.2266604859905783,,044,1,1
5,1,0.21947067898872774,,044,1,1
2,0,[],,044,1,1
5,1,0.2454950160026783,,044,1,1
