TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,0,[],,cctst5,2,practice
1,0,[],,cctst5,2,practice
5,0,[],,cctst5,2,practice
4,0,[],,cctst5,2,practice
3,1,0.282318486017175,,cctst5,2,practice
1,1,0.2082952819764614,,cctst5,2,practice
5,1,0.25458331796107814,,cctst5,2,practice
2,1,0.25539646996185184,,cctst5,2,practice
3,1,0.23566461203154176,,cctst5,2,practice
1,1,0.30097837100038305,,cctst5,2,practice
4,1,0.2481927209882997,,cctst5,2,practice
5,1,0.24087533197598532,,cctst5,2,practice
2,1,0.26557385904015973,,cctst5,2,practice
4,1,0.2887920680223033,,cctst5,2,practice
3,1,0.25241014000494033,,cctst5,2,practice
