TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
5,0,[],,037,1,11
4,1,0.29766397600178607,,037,1,11
3,1,0.3093006210110616,,037,1,11
3,0,[],,037,1,11
1,1,0.29455046300427057,,037,1,11
2,0,[],,037,1,11
5,0,[],,037,1,11
2,0,[],,037,1,11
1,1,0.2778753839957062,,037,1,11
4,0,[],,037,1,11
2,1,0.29073178200633265,,037,1,11
1,1,0.2909771740087308,,037,1,11
3,1,0.3145675049745478,,037,1,11
1,0,[],,037,1,11
4,1,0.28250825600116514,,037,1,11
2,0,[],,037,1,11
1,0,[],,037,1,11
5,1,0.3069048390025273,,037,1,11
4,0,[],,037,1,11
4,0,[],,037,1,11
2,1,0.27512488298816606,,037,1,11
4,1,0.3208864500047639,,037,1,11
3,0,[],,037,1,11
4,0,[],,037,1,11
4,0,[],,037,1,11
5,0,[],,037,1,11
4,1,0.29084411601070315,,037,1,11
1,1,0.33536017598817125,,037,1,11
3,0,[],,037,1,11
3,1,0.32327443902613595,,037,1,11
2,0,[],,037,1,11
3,1,0.3248753799998667,,037,1,11
2,0,[],,037,1,11
3,0,[],,037,1,11
2,0,[],,037,1,11
5,1,0.35122813301859424,,037,1,11
3,0,[],,037,1,11
5,1,0.3572422160068527,,037,1,11
1,1,0.31768702901899815,,037,1,11
1,1,0.3692792190122418,,037,1,11
4,0,[],,037,1,11
5,1,0.3383015000144951,,037,1,11
1,0,[],,037,1,11
5,0,[],,037,1,11
2,0,[],,037,1,11
1,1,0.37366036302410066,,037,1,11
3,0,[],,037,1,11
5,0,[],,037,1,11
5,0,[],,037,1,11
2,1,0.3721599619893823,,037,1,11
