TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,1,0.272991138001089,,009,2,9
3,0,[],,009,2,9
2,1,0.24058092600171221,,009,2,9
5,1,0.3121674450012506,,009,2,9
4,0,[],,009,2,9
3,0,[],,009,2,9
5,0,[],,009,2,9
3,0,[],,009,2,9
1,1,0.22727803499583388,,009,2,9
4,1,0.24733096999989357,,009,2,9
5,1,0.2468738649986335,,009,2,9
2,0,[],,009,2,9
3,1,0.24785884100128897,,009,2,9
1,0,[],,009,2,9
1,1,0.25890835099562537,,009,2,9
5,0,[],,009,2,9
2,1,0.2732582070020726,,009,2,9
1,1,0.2987012750018039,,009,2,9
5,1,0.22088686899951426,,009,2,9
2,0,[],,009,2,9
4,1,0.21761447400058387,,009,2,9
1,1,0.24169716699543642,,009,2,9
4,0,[],,009,2,9
1,0,[],,009,2,9
3,0,[],,009,2,9
3,0,[],,009,2,9
5,1,0.24026625000260537,,009,2,9
2,1,0.26169066600414226,,009,2,9
4,0,[],,009,2,9
1,1,0.25278569100191817,,009,2,9
2,0,[],,009,2,9
1,1,0.24894821400084766,,009,2,9
4,0,[],,009,2,9
4,1,0.2756970819973503,,009,2,9
5,0,[],,009,2,9
4,1,0.2714798930028337,,009,2,9
3,0,[],,009,2,9
3,0,[],,009,2,9
2,1,0.2596585179999238,,009,2,9
3,0,[],,009,2,9
3,0,[],,009,2,9
4,1,0.3079948439990403,,009,2,9
5,1,0.2375680219993228,,009,2,9
1,0,[],,009,2,9
2,1,0.25033364700357197,,009,2,9
4,1,0.26958600899524754,,009,2,9
2,1,0.26884585499647073,,009,2,9
5,1,0.2632028679945506,,009,2,9
1,1,0.24875912300194614,,009,2,9
5,0,[],,009,2,9
