TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,1,0.237053785007447,,adtst2,2,practice
1,1,0.2418279509874992,,adtst2,2,practice
5,0,[],,adtst2,2,practice
4,1,0.24633253103820607,,adtst2,2,practice
3,1,0.22742974199354649,,adtst2,2,practice
1,1,0.25010619102977216,,adtst2,2,practice
5,1,0.22280202398542315,,adtst2,2,practice
2,1,0.23343558597844094,,adtst2,2,practice
3,1,0.24113121698610485,,adtst2,2,practice
1,1,0.2286806200281717,,adtst2,2,practice
4,1,0.22361359803471714,,adtst2,2,practice
5,0,[],,adtst2,2,practice
2,0,[],,adtst2,2,practice
4,0,[],,adtst2,2,practice
3,1,0.21982912300154567,,adtst2,2,practice
