TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
5,0,[],,012,2,4
4,0,[],,012,2,4
3,1,0.3073004010366276,,012,2,4
4,1,0.33573252003407106,,012,2,4
2,1,0.3548460209858604,,012,2,4
1,1,0.355636983003933,,012,2,4
5,1,0.28813941695261747,,012,2,4
2,0,[],,012,2,4
5,0,[],,012,2,4
5,1,0.3001141860149801,,012,2,4
1,1,0.3200045640114695,,012,2,4
1,0,[],,012,2,4
3,1,0.32990209298441187,,012,2,4
1,0,[],,012,2,4
2,0,[],,012,2,4
4,0,[],,012,2,4
2,1,0.3154836780158803,,012,2,4
2,0,[],,012,2,4
3,0,[],,012,2,4
2,1,0.2887408079695888,,012,2,4
4,0,[],,012,2,4
1,0,[],,012,2,4
1,0,[],,012,2,4
3,1,0.32476390700321645,,012,2,4
4,1,0.40176361898193136,,012,2,4
2,1,-0.003322626987937838,,012,2,4
3,1,0.4579923540004529,,012,2,4
5,0,[],,012,2,4
3,0,[],,012,2,4
5,1,0.3669269400415942,,012,2,4
3,1,0.3783448860049248,,012,2,4
5,0,[],,012,2,4
3,0,[],,012,2,4
1,0,[],,012,2,4
2,1,0.34288457996444777,,012,2,4
3,1,0.40832815802423283,,012,2,4
4,1,0.2997277499525808,,012,2,4
1,0,[],,012,2,4
4,1,0.2820475900080055,,012,2,4
3,0,[],,012,2,4
1,1,0.46741578000364825,,012,2,4
4,0,[],,012,2,4
2,0,[],,012,2,4
5,0,[],,012,2,4
5,1,0.34048841102048755,,012,2,4
4,1,0.30825338599970564,,012,2,4
1,0,[],,012,2,4
2,0,[],,012,2,4
5,0,[],,012,2,4
4,0,[],,012,2,4
