TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,0,[],,adtst_scanner,2,practice
1,0,[],,adtst_scanner,2,practice
5,0,[],,adtst_scanner,2,practice
4,1,0.28824823698960245,,adtst_scanner,2,practice
3,1,0.3114631750504486,,adtst_scanner,2,practice
1,1,0.3015321589773521,,adtst_scanner,2,practice
5,1,0.31709333398612216,,adtst_scanner,2,practice
2,1,0.2588745790417306,,adtst_scanner,2,practice
3,1,0.3320921490085311,,adtst_scanner,2,practice
1,1,0.3343783189775422,,adtst_scanner,2,practice
4,1,0.31696675199782476,,adtst_scanner,2,practice
5,1,0.29059915099060163,,adtst_scanner,2,practice
2,1,0.32572907203575596,,adtst_scanner,2,practice
4,1,0.2970481530064717,,adtst_scanner,2,practice
3,0,[],,adtst_scanner,2,practice
