TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
5,0,[],,028,2,5
1,1,0.2304402890149504,,028,2,5
5,0,[],,028,2,5
2,1,0.2578405989916064,,028,2,5
4,1,0.2039580189739354,,028,2,5
3,0,[],,028,2,5
2,1,0.22884318401338533,,028,2,5
2,0,[],,028,2,5
1,1,0.22704492998309433,,028,2,5
5,1,0.21973528002854437,,028,2,5
1,1,0.22818200796609744,,028,2,5
4,0,[],,028,2,5
5,0,[],,028,2,5
3,0,[],,028,2,5
4,0,[],,028,2,5
3,0,[],,028,2,5
4,1,0.23825688497163355,,028,2,5
5,0,[],,028,2,5
1,0,[],,028,2,5
5,1,0.2650299930246547,,028,2,5
2,0,[],,028,2,5
4,1,0.29275256098480895,,028,2,5
1,1,0.24321258201962337,,028,2,5
2,0,[],,028,2,5
3,0,[],,028,2,5
4,1,0.270786791050341,,028,2,5
2,0,[],,028,2,5
3,1,0.3349879930028692,,028,2,5
2,1,0.22149027098203078,,028,2,5
3,0,[],,028,2,5
2,1,0.2833170639933087,,028,2,5
3,1,0.3077503560343757,,028,2,5
4,1,0.26492084300844,,028,2,5
3,1,0.27019562700297683,,028,2,5
4,1,0.3094262669910677,,028,2,5
3,1,0.26027232699561864,,028,2,5
5,1,0.2935964610078372,,028,2,5
1,0,[],,028,2,5
3,0,[],,028,2,5
1,1,0.22982534201582894,,028,2,5
4,0,[],,028,2,5
1,1,0.22856820095330477,,028,2,5
4,0,[],,028,2,5
1,0,[],,028,2,5
2,1,0.22191164799733087,,028,2,5
5,1,0.24505551595939323,,028,2,5
1,1,0.2368281800299883,,028,2,5
5,0,[],,028,2,5
2,1,0.2713288959930651,,028,2,5
5,1,0.27408552600536495,,028,2,5
