TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,1,0.34833868499845266,,016,1,4
5,1,0.3340969970449805,,016,1,4
3,1,0.3315517129958607,,016,1,4
2,0,[],,016,1,4
5,1,0.2941399569972418,,016,1,4
4,1,0.30236118100583553,,016,1,4
5,0,[],,016,1,4
2,0,[],,016,1,4
3,1,0.28036706696730107,,016,1,4
2,0,[],,016,1,4
3,1,0.25403026200365275,,016,1,4
2,0,[],,016,1,4
4,1,0.2990008149645291,,016,1,4
1,1,0.28106489300262183,,016,1,4
5,1,0.29597523802658543,,016,1,4
3,1,0.3307008700212464,,016,1,4
1,0,[],,016,1,4
3,1,0.3185629890067503,,016,1,4
2,0,[],,016,1,4
4,0,[],,016,1,4
3,1,0.2955645240144804,,016,1,4
1,1,0.2709636769723147,,016,1,4
4,1,0.2881635069497861,,016,1,4
2,1,0.3233418960007839,,016,1,4
4,1,0.27444161905441433,,016,1,4
1,1,0.26166593097150326,,016,1,4
3,0,[],,016,1,4
2,1,0.27613035001559183,,016,1,4
5,0,[],,016,1,4
1,1,0.29128501401282847,,016,1,4
4,1,0.34366345999296755,,016,1,4
4,1,0.31911689904518425,,016,1,4
5,0,[],,016,1,4
2,0,[],,016,1,4
1,1,0.27236606704536825,,016,1,4
5,0,[],,016,1,4
5,1,0.25757507199887186,,016,1,4
2,0,[],,016,1,4
5,0,[],,016,1,4
1,0,[],,016,1,4
4,1,0.4014031810220331,,016,1,4
3,1,0.3160946689895354,,016,1,4
5,1,0.32021261897170916,,016,1,4
4,1,0.37907795998035,,016,1,4
3,0,[],,016,1,4
1,0,[],,016,1,4
3,1,0.40577058895723894,,016,1,4
1,1,0.39698592299828306,,016,1,4
4,1,0.3468452870147303,,016,1,4
1,1,0.3312232419848442,,016,1,4
