TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
5,0,[],,031,2,6
4,1,0.2832789400126785,,031,2,6
3,1,0.3674727189936675,,031,2,6
3,1,0.3811011170037091,,031,2,6
1,0,[],,031,2,6
2,1,0.3492953989771195,,031,2,6
5,0,[],,031,2,6
2,1,0.2973713490064256,,031,2,6
1,1,0.2960220310196746,,031,2,6
4,1,0.3869390239997301,,031,2,6
2,1,0.2872283069882542,,031,2,6
1,0,[],,031,2,6
3,0,[],,031,2,6
1,0,[],,031,2,6
4,0,[],,031,2,6
2,1,0.275865346979117,,031,2,6
1,0,[],,031,2,6
5,1,0.42525258401292376,,031,2,6
4,1,0.29007298400392756,,031,2,6
4,0,[],,031,2,6
2,0,[],,031,2,6
4,0,[],,031,2,6
3,0,[],,031,2,6
4,1,0.370953775011003,,031,2,6
4,0,[],,031,2,6
5,1,0.387650285003474,,031,2,6
4,0,[],,031,2,6
1,1,0.4123742739902809,,031,2,6
3,0,[],,031,2,6
3,1,0.4434938319900539,,031,2,6
2,1,0.2887004659860395,,031,2,6
3,0,[],,031,2,6
2,0,[],,031,2,6
3,0,[],,031,2,6
2,1,0.3742996599758044,,031,2,6
5,0,[],,031,2,6
3,0,[],,031,2,6
5,0,[],,031,2,6
1,0,[],,031,2,6
1,1,0.3323145269823726,,031,2,6
4,1,0.41315643399138935,,031,2,6
5,1,0.3941392909910064,,031,2,6
1,0,[],,031,2,6
5,1,0.3208791060023941,,031,2,6
2,1,0.2650805770244915,,031,2,6
1,0,[],,031,2,6
3,0,[],,031,2,6
5,0,[],,031,2,6
5,0,[],,031,2,6
2,1,0.3123400530021172,,031,2,6
