4.8767 	WARNING 	User requested fullscreen with size [1920 1080], but screen is actually [1440, 900]. Using actual size
5.4816 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x1357babe0>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x135791860>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([2880, 1800]), stereo=False, units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.4817 	EXP 	window1: recordFrameIntervals = False
5.6477 	EXP 	window1: recordFrameIntervals = True
5.8314 	EXP 	window1: recordFrameIntervals = False
5.8815 	EXP 	Created instructFig = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='images/MID_instructions.bmp', interpolate=True, mask=None, maskParams=None, name='instructFig', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.3, 1. ]), texRes=128, units='height', win=Window(...))
5.9540 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Waiting for scanner trigger...', units='height', win=Window(...), wrapWidth=2)
5.9556 	EXP 	Created PrepFixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineWidth=1, name='PrepFixation', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
5.9573 	EXP 	Created cueImage = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='cueImage', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.3, 1. ]), texRes=128, units='height', win=Window(...))
5.9587 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=-1.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineWidth=1, name='fixation', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
5.9602 	EXP 	Created Target = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Target', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.3, 1. ]), texRes=128, units='height', win=Window(...))
5.9673 	EXP 	Created feedbackMsg = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='feedbackMsg', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=2)
5.9687 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineWidth=1, name='polygon', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([0.5, 0.5]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
5.9691 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='', units='height', win=Window(...), wrapWidth=1)
5.9693 	EXP 	Created sequence: sequential, trialTypes=1, nReps=2, seed=None
5.9695 	EXP 	New trial (rep=0, index=0): None
5.9956 	EXP 	instructFig: autoDraw = True
6.5178 	DATA 	Keypress: space
6.5302 	EXP 	instructFig: autoDraw = False
6.5302 	EXP 	text_2: autoDraw = True
6.9171 	DATA 	Keypress: space
6.9474 	EXP 	text_2: autoDraw = False
6.9474 	EXP 	PrepFixation: autoDraw = True
8.9235 	EXP 	Imported TimeVersion5.csv as conditions, 50 conditions, 2 params
8.9239 	EXP 	Created sequence: sequential, trialTypes=50, nReps=1, seed=None
8.9242 	EXP 	New trial (rep=0, index=0): OrderedDict([('Condition', 'SmallPun'), ('FixationDur', 2000)])
8.9477 	EXP 	PrepFixation: autoDraw = False
8.9477 	EXP 	PrepFixation: autoDraw = False
8.9477 	EXP 	cueImage: image = 'images/LoseSmall.bmp'
8.9477 	EXP 	cueImage: autoDraw = True
10.9314 	EXP 	cueImage: autoDraw = False
10.9314 	EXP 	cueImage: autoDraw = False
10.9314 	EXP 	fixation: autoDraw = True
12.9363 	EXP 	fixation: autoDraw = False
12.9363 	EXP 	fixation: autoDraw = False
12.9363 	EXP 	Target: image = 'images/LoseProbe.bmp'
12.9363 	EXP 	Target: autoDraw = True
13.4446 	DATA 	Keypress: space
13.4652 	EXP 	Target: autoDraw = False
13.4652 	EXP 	Target: autoDraw = False
13.4652 	EXP 	feedbackMsg: text = 'You pressed too slow!\n\nYou lost $0.20!\n\nTotal Earnings: $-0.20!'
13.4652 	EXP 	feedbackMsg: autoDraw = True
14.9168 	EXP 	New trial (rep=0, index=1): OrderedDict([('Condition', 'LgReward'), ('FixationDur', 4000)])
14.9478 	EXP 	feedbackMsg: autoDraw = False
14.9478 	EXP 	feedbackMsg: autoDraw = False
14.9478 	EXP 	cueImage: image = 'images/WinBig.bmp'
14.9478 	EXP 	cueImage: autoDraw = True
16.9312 	EXP 	cueImage: autoDraw = False
16.9312 	EXP 	cueImage: autoDraw = False
16.9312 	EXP 	fixation: autoDraw = True
20.9560 	EXP 	fixation: autoDraw = False
20.9560 	EXP 	fixation: autoDraw = False
20.9560 	EXP 	Target: image = 'images/WinProbe.bmp'
20.9560 	EXP 	Target: autoDraw = True
21.3021 	DATA 	Keypress: space
21.4493 	EXP 	Target: autoDraw = False
21.4493 	EXP 	Target: autoDraw = False
21.4493 	EXP 	feedbackMsg: text = 'Correct Response!\n\nYou won $5.00!\n\nTotal Earnings: $4.80!'
21.4493 	EXP 	feedbackMsg: autoDraw = True
22.9178 	EXP 	New trial (rep=0, index=2): OrderedDict([('Condition', 'SmallPun'), ('FixationDur', 3000)])
22.9324 	EXP 	feedbackMsg: autoDraw = False
22.9324 	EXP 	feedbackMsg: autoDraw = False
22.9324 	EXP 	cueImage: image = 'images/LoseSmall.bmp'
22.9324 	EXP 	cueImage: autoDraw = True
24.9330 	EXP 	cueImage: autoDraw = False
24.9330 	EXP 	cueImage: autoDraw = False
24.9330 	EXP 	fixation: autoDraw = True
27.9334 	EXP 	fixation: autoDraw = False
27.9334 	EXP 	fixation: autoDraw = False
27.9334 	EXP 	Target: image = 'images/LoseProbe.bmp'
27.9334 	EXP 	Target: autoDraw = True
28.4502 	EXP 	Target: autoDraw = False
28.4502 	EXP 	Target: autoDraw = False
28.4502 	EXP 	feedbackMsg: text = 'You pressed too slow!\n\nYou lost $0.20!\n\nTotal Earnings: $4.60!'
28.4502 	EXP 	feedbackMsg: autoDraw = True
29.9187 	EXP 	New trial (rep=0, index=3): OrderedDict([('Condition', 'SmallReward'), ('FixationDur', 2000)])
29.9501 	EXP 	feedbackMsg: autoDraw = False
29.9501 	EXP 	feedbackMsg: autoDraw = False
29.9501 	EXP 	cueImage: image = 'images/WinSmall.bmp'
29.9501 	EXP 	cueImage: autoDraw = True
31.9340 	EXP 	cueImage: autoDraw = False
31.9340 	EXP 	cueImage: autoDraw = False
31.9340 	EXP 	fixation: autoDraw = True
33.9504 	EXP 	fixation: autoDraw = False
33.9504 	EXP 	fixation: autoDraw = False
33.9504 	EXP 	Target: image = 'images/WinProbe.bmp'
33.9504 	EXP 	Target: autoDraw = True
34.4508 	EXP 	Target: autoDraw = False
34.4508 	EXP 	Target: autoDraw = False
34.4508 	EXP 	feedbackMsg: text = 'You pressed too slow!\n\nYou did not win $0.20!\n\nTotal Earnings: $4.60!'
34.4508 	EXP 	feedbackMsg: autoDraw = True
35.9195 	EXP 	New trial (rep=0, index=4): OrderedDict([('Condition', 'LgPun'), ('FixationDur', 2000)])
35.9341 	EXP 	feedbackMsg: autoDraw = False
35.9341 	EXP 	feedbackMsg: autoDraw = False
35.9341 	EXP 	cueImage: image = 'images/LoseBig.bmp'
35.9341 	EXP 	cueImage: autoDraw = True
37.9349 	EXP 	cueImage: autoDraw = False
37.9349 	EXP 	cueImage: autoDraw = False
37.9349 	EXP 	fixation: autoDraw = True
39.9345 	EXP 	fixation: autoDraw = False
39.9345 	EXP 	fixation: autoDraw = False
39.9345 	EXP 	Target: image = 'images/LoseProbe.bmp'
39.9345 	EXP 	Target: autoDraw = True
40.4518 	EXP 	Target: autoDraw = False
40.4518 	EXP 	Target: autoDraw = False
40.4518 	EXP 	feedbackMsg: text = 'You pressed too slow!\n\nYou lost $5.00!\n\nTotal Earnings: $-0.40!'
40.4518 	EXP 	feedbackMsg: autoDraw = True
41.9204 	EXP 	New trial (rep=0, index=5): OrderedDict([('Condition', 'Triangle'), ('FixationDur', 2500)])
41.9355 	EXP 	feedbackMsg: autoDraw = False
41.9355 	EXP 	feedbackMsg: autoDraw = False
41.9355 	EXP 	cueImage: image = 'images/Neutral.bmp'
41.9355 	EXP 	cueImage: autoDraw = True
43.9357 	EXP 	cueImage: autoDraw = False
43.9357 	EXP 	cueImage: autoDraw = False
43.9357 	EXP 	fixation: autoDraw = True
46.4365 	EXP 	fixation: autoDraw = False
46.4365 	EXP 	fixation: autoDraw = False
46.4365 	EXP 	Target: image = 'images/NeutralProbe.bmp'
46.4365 	EXP 	Target: autoDraw = True
