TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,1,0.25737805402604863,,cc_switch_best,2,practice
1,1,0.2683610540116206,,cc_switch_best,2,practice
5,0,[],,cc_switch_best,2,practice
4,1,0.23250347300199792,,cc_switch_best,2,practice
3,1,0.23520009499043226,,cc_switch_best,2,practice
1,1,0.24251538002863526,,cc_switch_best,2,practice
5,0,[],,cc_switch_best,2,practice
2,0,[],,cc_switch_best,2,practice
3,1,0.23047548800241202,,cc_switch_best,2,practice
1,1,0.23616900702472776,,cc_switch_best,2,practice
4,0,[],,cc_switch_best,2,practice
5,1,0.2564973290427588,,cc_switch_best,2,practice
2,1,0.22383106499910355,,cc_switch_best,2,practice
4,0,[],,cc_switch_best,2,practice
3,1,0.24215058999834582,,cc_switch_best,2,practice
